sample	LeechJ_2020__ERS3967745	LeechJ_2020__ERS3967744	LeechJ_2020__ERS3967743	LeechJ_2020__ERS3967742	LeechJ_2020__ERS3967741	LeechJ_2020__ERS3967740	LeechJ_2020__ERS3967739	LeechJ_2020__ERS3967738	LeechJ_2020__ERS3967737	LeechJ_2020__ERS3967736	LeechJ_2020__ERS3967735	LeechJ_2020__ERS3967734	LeechJ_2020__ERS3967733	LeechJ_2020__ERS3967732	LeechJ_2020__ERS3967731	LeechJ_2020__ERS3967730	LeechJ_2020__ERS3967729	LeechJ_2020__ERS3967728	LeechJ_2020__ERS3967727	LeechJ_2020__ERS3967726	LeechJ_2020__ERS3967725	LeechJ_2020__ERS3967724	LeechJ_2020__ERS3967723	LeechJ_2020__ERS3967722	LeechJ_2020__ERS3967721	LeechJ_2020__ERS3967720	LeechJ_2020__ERS3967719	LeechJ_2020__ERS3967718	LeechJ_2020__ERS3967717	LeechJ_2020__ERS3967716	LeechJ_2020__ERS3967715	LeechJ_2020__ERS3967714	LeechJ_2020__ERS3967713	LeechJ_2020__ERS3967712	LeechJ_2020__ERS3967711	LeechJ_2020__ERS3967710	LeechJ_2020__ERS3967709	LeechJ_2020__ERS3967708	LeechJ_2020__ERS3967707	LeechJ_2020__ERS3967706	LeechJ_2020__ERS3967705	LeechJ_2020__ERS3967704	LeechJ_2020__ERS3967703	LeechJ_2020__ERS3967702	LeechJ_2020__ERS3967701	LeechJ_2020__ERS3967700	LeechJ_2020__ERS3967699	LeechJ_2020__ERS3967698	LeechJ_2020__ERS3967697	LeechJ_2020__ERS3967696	LeechJ_2020__ERS3967695	LeechJ_2020__ERS3967694	LeechJ_2020__ERS3967693	LeechJ_2020__ERS3967692	LeechJ_2020__ERS3967691	LeechJ_2020__ERS3967690	LeechJ_2020__ERS3967689	LeechJ_2020__ERS3967688
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_mitis|t__SGB8168	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.22221	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_oralis|t__SGB8130	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.40283	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_sanguinis|t__SGB8047_group	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.10009	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_suis|t__SGB29821	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.62844	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_thermophilus|t__SGB8002	0.89744	0.0	91.56711	0.0	0.0	0.0	0.0	0.02328	0.0	0.0	0.0	0.0	0.0	0.53018	0.0	0.0	0.0	0.0	0.0	0.0	0.03281	0.0	0.0	0.0	2.21061	92.85949	0.00289	97.80783	0.02987	0.0	0.0	0.0	0.0	0.0	0.06243	0.00658	0.0	0.0	3.57213	2.62232	0.05415	0.0	0.07219	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.42059	3.64952
k__Bacteria|p__Firmicutes|c__CFGB16591|o__OFGB16591|f__FGB16591|g__GGB49481|s__GGB49481_SGB69405|t__SGB69405	0.0	0	0	0	0	0	0	0	0.03983	0.04534	0	0	0	0	0	0.23437	0.06711	0	0	0	0	0	0	0.03459	0	0.00568	0.00557	0	0.0434	0.00364	0.0	0.0	0.2339	0.77038	0.24834	0	0	0	0.00267	0.29198	0	0	0.06505	0	0	0	0	0	0	0	14.10247	0	0	2.57838	22.94069	0	0	0
k__Bacteria|p__Firmicutes|c__CFGB70256|o__OFGB70256|f__FGB70256|g__GGB71120|s__GGB71120_SGB96842|t__SGB96842	0.0	0	0	0	0	0	0	0	0.0	0.0	0	0	0	0	0	0.0	0.0	0	0	0	0	0	0	0.0	0	0.0	0.0	0	0.0	0.0	0.18484	0.00488	0.0	0.0	0.0	0	0	0	0.0	0.0	0	0	0.0	0	0	0	0	0	0	0	0.0	0	0	0.0	0.0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__Clostridium|s__Clostridium_pasteurianum|t__SGB6200	0.0	0	0	0	0	0	0	0	0.0	0.0	0	0	0	0	0	0.0	0.0	0	0	0	0	0	0	0.0	0	0.0	0.0	0	0.0	0.17613	2.15304	0.34152	0.0	0.0	0.0	0	0	0	0.0	0.0	0	0	0.0	0	0	0	0	0	0	0	0.0	0	0	0.0	0.0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Blautia|s__Blautia_hansenii|t__SGB4798	0.0	0	0	0	0	0	0	0	0.0	0.0	0	0	0	0	0	0.0	0.0	0	0	0	0	0	0	0.0	0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0.0	0.0	0	0	0.02314	0	0	0	0	0	0	0	0.0	0	0	0.0	0.0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Enterocloster|s__Enterocloster_clostridioformis|t__SGB4759	0.0	0	0	0	0	0	0	0	0.0	0.0	0	0	0	0	0	0.0	0.0	0	0	0	0	0	0	0.0	0	0.0	0.0	0	0.00837	0.0	0.0	0.0	0.0	0.0	0.01552	0	0	0	0.0	0.02513	0	0	0.17816	0	0	0	0	0	0	0	0.0	0	0	0.0	0.0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__GGB3632|s__GGB3632_SGB4920|t__SGB4920	0.12097	0	0	0	0	0	0	0	0.0	0.0	0	0	0	0	0	0.0	0.0	0	0	0	0	0	0	0.0	0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0.0	0.0	0	0	0.0	0	0	0	0	0	0	0	0.0	0	0	0.0	0.0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Mediterraneibacter|s__Ruminococcus_gnavus|t__SGB4584	0.0	0	0	0	0	0	0	0	0.0	0.0	0	0	0	0	0	0.0	0.0	0	0	0	0	0	0	0.0	0	0.00514	0.00103	0	0.04301	0.0	0.0	0.0	0.0	0.0	0.05772	0	0	0	0.0	0.09628	0	0	0.14624	0	0	0	0	0	0	0	0.0	0	0	0.0	0.0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Ethanoligenens|s__Ethanoligenens_harbinense|t__SGB14879	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.91271	1.32594	0.16512	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales|f__Veillonellaceae|g__Veillonella|s__Veillonella_parvula|t__SGB6939	0	0	0	0	0	0	0	0	0	0	0	0	0	0.74205	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Caulobacterales|f__Caulobacteraceae|g__Brevundimonas|s__Brevundimonas_mediterranea|t__SGB11739	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.03848	0.0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Hyphomicrobiales|f__Aurantimonadaceae|g__Aureimonas|s__Aureimonas_sp_Leaf427|t__SGB11449	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.07207	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0	0	0	0.00792	0.0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Hyphomicrobiales|f__Boseaceae|g__Bosea|s__Bosea_vaviloviae|t__SGB11423	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.00145	0.0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Hyphomicrobiales|f__Brucellaceae|g__Brucella|s__Brucella_thiophenivorans|t__SGB11008	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0	0	0	0.04451	0.01463	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Hyphomicrobiales|f__Devosiaceae|g__Devosia|s__Devosia_sp_Leaf420|t__SGB10973	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0	0	0	0.01079	0.0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Hyphomicrobiales|f__Hyphomicrobiales_unclassified|g__Hyphomicrobiales_unclassified|s__Hyphomicrobiales_bacterium|t__SGB11003	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0	0	0	0.0	0.39637	0.00808	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Hyphomicrobiales|f__Hyphomicrobiales_unclassified|g__Hyphomicrobiales_unclassified|s__Hyphomicrobiales_bacterium|t__SGB11081	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02417	0.23595	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0	0	0	0.34521	0.0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Hyphomicrobiales|f__Hyphomicrobiales_unclassified|g__Hyphomicrobiales_unclassified|s__Hyphomicrobiales_bacterium|t__SGB11084	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0	0	0	0.13754	0.0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Hyphomicrobiales|f__Hyphomicrobiales_unclassified|g__Hyphomicrobiales_unclassified|s__Hyphomicrobiales_bacterium|t__SGB11092	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0	0	0	0.01796	0.0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Hyphomicrobiales|f__Rhizobiaceae|g__Agrobacterium|s__Agrobacterium_sp_AGB01|t__SGB89571	0.0	0.0	0	0	0	0	0.0	0.0	0	0	0	0	0	0.0	0	0	0	0.0	0.0	0	0	0.0	0.0	0.0	0	0	0	0	0.0	0.0	0.0	0.0	0	0	0.0	0	0	0	0	0.0	0	0.01346	0	0.0	0.0	0	0	0.0	0.0	0.0	0	0	0	0.0	0	0.0	0	0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Hyphomicrobiales|f__Rhizobiaceae|g__Agrobacterium|s__Agrobacterium_tumefaciens|t__SGB11079	0.0	0.0	0	0	0	0	0.0	0.0	0	0	0	0	0	0.0	0	0	0	0.0	0.0	0	0	0.0	0.0	0.0	0	0	0	0	0.0	0.0	0.0	0.0	0	0	0.0	0	0	0	0	0.0	0	0.00334	0	0.0	0.0	0	0	0.0	0.0	0.0	0	0	0	0.0	0	0.0	0	0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodobacterales|f__Rhodobacteraceae|g__Paenirhodobacter|s__Paenirhodobacter_enshiensis|t__SGB10753	0.0	0.0	0	0	0	0	0.0	0.0	0	0	0	0	0	0.0	0	0	0	0.0	0.0	0	0	0.0	0.0	0.0	0	0	0	0	0.0	0.0	0.0	0.0	0	0	0.0	0	0	0	0	0.0	0	0.0	0	0.10671	0.0	0	0	0.0	0.0	0.0	0	0	0	0.0	0	0.0	0	0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodospirillales|f__Acetobacteraceae|g__Acetobacter|s__Acetobacter_cerevisiae|t__SGB1200	0.51589	69.26841	0	0	0	0	2.34641	0.0	0	0	0	0	0	0.0	0	0	0	0.0	0.0	0	0	0.0	0.0	0.0	0	0	0	0	0.0	0.0	0.0	0.0	0	0	0.0	0	0	0	0	0.0	0	0.0	0	0.0	0.0	0	0	0.0	0.0	0.0	0	0	0	0.0	0	0.0	0	0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodospirillales|f__Acetobacteraceae|g__Acetobacter|s__Acetobacter_fabarum|t__SGB1190	0.0	1.67027	0	0	0	0	0.0	0.00271	0	0	0	0	0	0.0	0	0	0	0.01094	0.0	0	0	0.0	0.00298	0.02155	0	0	0	0	0.0	0.0	0.0	0.0	0	0	0.0	0	0	0	0	0.0	0	0.0	0	0.0	0.0	0	0	0.0	0.0	0.5839	0	0	0	0.0	0	1.04211	0	0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodospirillales|f__Acetobacteraceae|g__Acetobacter|s__Acetobacter_indonesiensis|t__SGB1203	0.0	0.0	0	0	0	0	0.0	0.0	0	0	0	0	0	0.0	0	0	0	0.09149	0.00307	0	0	0.0	0.0	0.0	0	0	0	0	0.0	0.0	0.0	0.0	0	0	0.0	0	0	0	0	0.0	0	0.0	0	0.03532	0.0	0	0	0.03321	0.0	0.0	0	0	0	0.0	0	0.0	0	0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodospirillales|f__Acetobacteraceae|g__Acetobacter|s__Acetobacter_malorum|t__SGB1201	0.0	0.13418	0	0	0	0	0.06219	0.0	0	0	0	0	0	0.0	0	0	0	4.55791	4.74066	0	0	0.0	0.0	0.0	0	0	0	0	0.0	0.0	0.0	0.0	0	0	0.0	0	0	0	0	0.0	0	0.0	0	0.0	0.0	0	0	0.0	0.0	0.0	0	0	0	11.37526	0	0.0	0	0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodospirillales|f__Acetobacteraceae|g__Acetobacter|s__Acetobacter_musti|t__SGB89221	0.0	0.0	0	0	0	0	0.0	0.0	0	0	0	0	0	0.0	0	0	0	0.0	0.0	0	0	0.48882	0.0	0.0	0	0	0	0	0.0	0.0	0.0	0.0	0	0	0.0	0	0	0	0	0.0	0	0.0	0	0.0	0.0	0	0	0.0	0.0	0.0	0	0	0	0.0	0	0.0	0	0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodospirillales|f__Acetobacteraceae|g__Acetobacter|s__Acetobacter_okinawensis|t__SGB1191	0.0	0.0	0	0	0	0	0.0	0.0	0	0	0	0	0	0.0	0	0	0	0.0	0.0	0	0	0.0	3.52498	0.0	0	0	0	0	0.0	0.0	0.0	0.0	0	0	0.0	0	0	0	0	0.0	0	0.0	0	0.0	0.0	0	0	0.0	0.0	0.0	0	0	0	0.0	0	0.0	0	0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodospirillales|f__Acetobacteraceae|g__Acetobacter|s__Acetobacter_orientalis|t__SGB1187	0.0	0.0	0	0	0	0	0.0	0.0	0	0	0	0	0	0.0	0	0	0	0.0	0.0	0	0	0.0	0.04764	0.0	0	0	0	0	0.0	0.0	0.0	0.0	0	0	0.0	0	0	0	0	0.0	0	0.0	0	0.0	0.0	0	0	0.0	0.0	0.0	0	0	0	0.0	0	2.78153	0	0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodospirillales|f__Acetobacteraceae|g__Acetobacter|s__Acetobacter_papayae|t__SGB30486	0.0	0.0	0	0	0	0	0.08224	0.0	0	0	0	0	0	0.0	0	0	0	0.0	0.0	0	0	0.0	2.55323	0.0	0	0	0	0	0.0	0.0	0.0	0.0	0	0	0.0	0	0	0	0	0.0	0	0.0	0	0.0	0.0	0	0	0.0	0.0	0.0	0	0	0	0.0	0	0.0	0	0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodospirillales|f__Acetobacteraceae|g__Acetobacter|s__Acetobacter_persici|t__SGB1199	0.0	0.0	0	0	0	0	2.66921	0.0	0	0	0	0	0	0.0	0	0	0	0.11499	0.00729	0	0	0.0	0.0	0.0	0	0	0	0	0.0	0.0	0.0	0.0	0	0	0.0	0	0	0	0	0.0	0	0.0	0	0.0	0.07722	0	0	0.0	0.0	0.0	0	0	0	0.0	0	0.0	0	0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodospirillales|f__Acetobacteraceae|g__Acetobacter|s__Acetobacter_pomorum|t__SGB1194	0.0	0.0	0	0	0	0	0.0	0.0	0	0	0	0	0	0.0	0	0	0	0.0	0.0	0	0	0.0	0.0	0.0	0	0	0	0	0.0	0.0	0.0	0.0	0	0	0.0	0	0	0	0	0.0	0	0.0	0	0.0	0.0	0	0	0.0	0.0	0.0	0	0	0	0.0	0	4.87127	0	0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodospirillales|f__Acetobacteraceae|g__Acetobacter|s__Acetobacter_senegalensis|t__SGB1205	0.0	0.0	0	0	0	0	0.0	7.60515	0	0	0	0	0	0.0	0	0	0	0.00831	0.0	0	0	0.0	0.0	0.0	0	0	0	0	0.0	0.0	0.0	0.0	0	0	0.0	0	0	0	0	0.0	0	0.0	0	0.0	0.0	0	0	0.0	0.0	0.0	0	0	0	0.0	0	0.0	0	0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodospirillales|f__Acetobacteraceae|g__Acetobacter|s__Acetobacter_syzygii|t__SGB1189	0.0	0.0	0	0	0	0	7.50206	0.0	0	0	0	0	0	0.0	0	0	0	0.0	0.0	0	0	0.0	0.0	0.0	0	0	0	0	0.0	0.0	0.0	0.0	0	0	0.0	0	0	0	0	0.0	0	0.0	0	0.0	0.0	0	0	0.0	0.0	3.49577	0	0	0	0.0	0	0.06729	0	0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodospirillales|f__Acetobacteraceae|g__Ameyamaea|s__Ameyamaea_chiangmaiensis|t__SGB89236	0.0	0.0	0	0	0	0	0.0	0.0	0	0	0	0	0	0.0	0	0	0	0.0	0.0	0	0	0.0	0.0	0.0	0	0	0	0	0.0	0.0	0.00941	0.00789	0	0	0.0	0	0	0	0	0.0	0	0.0	0	0.0	0.0	0	0	0.0	0.0	0.0	0	0	0	0.0	0	0.0	0	0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodospirillales|f__Acetobacteraceae|g__GGB49319|s__GGB49319_SGB69218|t__SGB69218	0.0	0.0	0	0	0	0	0.0	0.0	0	0	0	0	0	0.0	0	0	0	0.0	0.0	0	0	0.0	0.0	0.0	0	0	0	0	0.03228	45.3986	60.39586	16.98352	0	0	0.0	0	0	0	0	0.0	0	0.0	0	0.0	0.0	0	0	0.0	0.0	0.0	0	0	0	0.0	0	0.0	0	0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodospirillales|f__Acetobacteraceae|g__Gluconacetobacter|s__Gluconacetobacter_dulcium|t__SGB69211	0.0	0.0	0	0	0	0	17.60722	0.0	0	0	0	0	0	0.0	0	0	0	0.0	0.0	0	0	0.0	0.0	0.0	0	0	0	0	0.0	5.30642	10.33064	34.79001	0	0	0.0	0	0	0	0	0.0	0	0.0	0	0.0	0.0	0	0	0.0	0.0	0.0	0	0	0	0.0	0	0.0	0	0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodospirillales|f__Acetobacteraceae|g__Gluconacetobacter|s__Gluconacetobacter_liquefaciens|t__SGB24161	0.0	0.0	0	0	0	0	0.0	0.0	0	0	0	0	0	0.0	0	0	0	0.14161	0.01811	0	0	0.0	0.0	0.0	0	0	0	0	0.0	0.0	0.0	0.0	0	0	0.0	0	0	0	0	0.0	0	0.0	0	0.0	0.0	0	0	0.0	0.0	0.0	0	0	0	0.0	0	0.0	0	0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodospirillales|f__Acetobacteraceae|g__Gluconobacter|s__Gluconobacter_SGB69209|t__SGB69209	0.0	0.0	0	0	0	0	1.87203	0.0	0	0	0	0	0	0.0	0	0	0	6.20797	5.89191	0	0	0.0	0.0	0.0	0	0	0	0	0.0	0.0	0.0	0.0	0	0	0.0	0	0	0	0	0.0	0	0.0	0	0.0	0.0	0	0	0.0	0.0	0.0	0	0	0	0.0	0	0.0	0	0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodospirillales|f__Acetobacteraceae|g__Gluconobacter|s__Gluconobacter_albidus|t__SGB1164	0.0	0.0	0	0	0	0	0.0	0.0	0	0	0	0	0	0.0	0	0	0	0.0	0.0	0	0	0.0	0.0	0.0	0	0	0	0	0.0	0.0	0.0	0.13783	0	0	0.0	0	0	0	0	0.0	0	0.0	0	0.0	0.22425	0	0	0.0	31.78955	0.01403	0	0	0	0.0	0	3.94372	0	0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodospirillales|f__Acetobacteraceae|g__Gluconobacter|s__Gluconobacter_cerinus|t__SGB1160	0.0	0.0	0	0	0	0	0.0	0.0	0	0	0	0	0	0.0	0	0	0	0.0	0.0	0	0	0.0	0.0	0.0	0	0	0	0	0.0	0.0	0.0	0.46206	0	0	0.0	0	0	0	0	0.0	0	0.0	0	0.0	0.0	0	0	0.0	0.0	0.0	0	0	0	0.0	0	0.0	0	0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodospirillales|f__Acetobacteraceae|g__Gluconobacter|s__Gluconobacter_frateurii|t__SGB1163	0.0	0.0	0	0	0	0	0.0	0.0	0	0	0	0	0	0.0	0	0	0	0.0	0.0	0	0	0.0	0.0	0.0	0	0	0	0	0.0	0.0	0.0	0.0	0	0	0.0	0	0	0	0	0.0	0	0.0	0	0.0	0.06409	0	0	0.0	0.0	0.0	0	0	0	0.0	0	0.0	0	0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodospirillales|f__Acetobacteraceae|g__Gluconobacter|s__Gluconobacter_japonicus|t__SGB1161	0.0	0.0	0	0	0	0	0.2011	0.0	0	0	0	0	0	0.0	0	0	0	0.0	0.0	0	0	0.0	0.0	0.0	0	0	0	0	0.0	0.0	0.0	0.0	0	0	0.0	0	0	0	0	0.0	0	0.0	0	0.0	0.0	0	0	0.20401	0.0	0.0	0	0	0	0.0	0	0.0	0	0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodospirillales|f__Acetobacteraceae|g__Gluconobacter|s__Gluconobacter_kanchanaburiensis|t__SGB89213	0.0	0.0	0	0	0	0	0.00295	0.0	0	0	0	0	0	0.0	0	0	0	0.0	0.0	0	0	0.0	0.0	0.0	0	0	0	0	0.0	0.0	0.0	0.0	0	0	0.0	0	0	0	0	0.0	0	0.0	0	0.0	0.0	0	0	0.0	0.0	0.0	0	0	0	0.0	0	0.0	0	0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodospirillales|f__Acetobacteraceae|g__Gluconobacter|s__Gluconobacter_oxydans|t__SGB1165	0.0	0.0	0	0	0	0	19.94296	0.0	0	0	0	0	0	0.0	0	0	0	0.83873	0.94825	0	0	4.04	0.46316	0.0	0	0	0	0	0.0	0.0	0.0	0.0	0	0	0.0	0	0	0	0	0.0	0	0.0	0	0.0	31.24193	0	0	0.0	8.24103	0.01307	0	0	0	0.0	0	0.0	0	0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodospirillales|f__Acetobacteraceae|g__Gluconobacter|s__Gluconobacter_potus|t__SGB1166	0.0	0.0	0	0	0	0	0.0	0.0	0	0	0	0	0	0.0	0	0	0	0.0	0.0	0	0	54.52875	1.78587	0.31726	0	0	0	0	0.0	0.0	0.0	0.0	0	0	0.0	0	0	0	0	0.0	0	0.0	0	0.0	0.0	0	0	0.0	0.0	0.0	0	0	0	0.0	0	0.0	0	0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodospirillales|f__Acetobacteraceae|g__Gluconobacter|s__Gluconobacter_sp_Gdi|t__SGB69210	0.0	0.0	0	0	0	0	0.00461	0.0	0	0	0	0	0	0.0	0	0	0	0.00143	0.0	0	0	0.0	0.0	0.0	0	0	0	0	0.0	0.0	0.0	0.0	0	0	0.0	0	0	0	0	0.0	0	0.0	0	0.0	0.24756	0	0	0.0	0.0	0.0	0	0	0	0.0	0	32.06325	0	0
